competencia;id_cliente;valor_fatura;tipo_cliente;consumo_energia_kwh;status_fatura;data_vencimento
2021-08;esXB9Id19477jDGHmjiE3g==;152,72;PF;186;atrasada;27/09/2021
2021-08;GUzHlfbr0TJ0BIvZhufOfA==;153,55;PF;187;paga;01/09/2021
2021-08;NRWLVwXwT8uyiUr8OeIqJQ==;153,55;PF;187;paga;04/09/2021
2021-08;EjnJYooQSRyb8qoJ7lmQxA==;153,55;PF;187;paga;11/09/2021
2021-08;HO2XjEYSQ7V9jgbnc6ovCA==;153,55;PJ;187;paga;23/08/2021
2021-08;sxMI26U9Gf4cvbsorny9aw==;153,55;PF;187;atrasada;27/09/2021
2021-08;dyDKhqfODubc3SJ1tQTr+A==;153,55;PF;187;paga;11/09/2021
2021-08;KhX6CYSD4qFeD7ZFblk8Ag==;153,55;PF;187;paga;11/09/2021
2021-08;dSkQLhNKJn/pywhCdwq5EA==;153,55;PF;187;atrasada;06/09/2021
2021-07;/9YsZAdreFh0x4wCVfDHfQ==;154,37;PF;188;paga;11/08/2021
2021-07;dMSyV7QV6tM6UsTIv9P6yQ==;154,37;PF;188;atrasada;17/08/2021
2021-07;JIEszyQvL0Kv/KIPuvLBHA==;154,37;PF;188;atrasada;13/08/2021
2021-08;dDJzgWwG5iO1U3M+nDhZQg==;154,37;PF;188;atrasada;03/09/2021
2021-08;3C2n2WQt2ty8uGDWLFphhA==;154,37;PF;188;atrasada;17/09/2021
2021-08;vi8NLEhYjRPhFMDTBcy9mg==;156,01;PF;190;paga;11/09/2021
2021-08;9gv4zy73ejYd9lkQi6ImhQ==;156,01;PF;190;paga;11/09/2021
2021-08;rn6LckxE677zoR2JbJ9dCQ==;156,01;PF;190;paga;06/09/2021
2021-08;/NVc26db4S5Zyh+3gj5BxA==;157,65;PF;192;paga;10/09/2021
2021-08;qc9OZtfsBsrKD70nYEB87g==;158,47;PF;193;atrasada;12/10/2021
2021-08;oMe76NfZYiGggeUkEqmHCg==;158,47;PF;193;paga;08/09/2021
2021-08;pBQch1FKaZyNfDHGaBR0nQ==;158,47;PF;193;paga;11/09/2021
2021-08;mJ/srCit/PlQIzR6jcPXlA==;159,29;PF;194;atrasada;10/09/2021
2021-08;x30nHgTZWDSFEC9asleGUg==;159,29;PF;194;paga;23/08/2021
2021-08;Xqvj9UuW+hDeth1Y3hL5fQ==;159,29;PF;194;paga;02/09/2021
2021-08;+WEg7jYkrRNWbkK55xKnqA==;160,11;PF;195;paga;18/09/2021
2021-08;6QRhlGEooj/XBzW5S9gfHg==;160,11;PF;195;paga;13/09/2021
2021-08;COYG7vGPidIY9syR8J5atg==;160,11;PF;195;paga;11/10/2021
2021-08;46L9EnpfUKy031XPyBv5Xg==;160,11;PF;195;paga;02/09/2021
2021-08;s6Ti+6xVP6wMCOpTkcS5DA==;160,11;PF;195;paga;05/09/2021
2021-06;HZb69Y3+u/PH7MfRsBp/kQ==;160,94;PF;196;paga;22/07/2021
2021-07;shwndVw1zGqrthlkPcPG4Q==;160,94;PF;196;paga;05/08/2021
2021-08;q04BTB/GLgI2bcAw/Qxa+A==;160,94;PF;196;paga;27/09/2021
2021-08;A+b7YXOv9GdFil37WiHF2w==;161,76;PF;197;atrasada;09/09/2021
2021-08;Y8RD4bnVPixktb9rcxDIfA==;161,76;PF;197;paga;06/09/2021
2021-07;IGTswX+emqylQK310JzQdw==;162,58;PF;198;paga;11/08/2021
2021-08;fxqij7sz7osdGLQ1psAYDg==;162,58;PF;198;paga;01/09/2021
2021-08;kNw+plZCDVl072huBHAq/Q==;162,58;PF;198;paga;01/09/2021
2021-08;w15EKe4KmrdYnNKScq9kVQ==;162,58;PF;198;paga;17/09/2021
2021-08;y0T0C2QvQuc1kJBkEI3W7g==;162,58;PF;198;paga;11/09/2021
2021-08;TN7XLk8DZoOaFJo2rCO+dQ==;162,58;PF;198;paga;27/09/2021
2021-08;HeZIp8A0HcKUqfmU/K/vOA==;162,58;PF;198;paga;05/09/2021
2021-08;fYhlKzvicG/gvWGUBMf8ug==;162,58;PF;198;paga;02/09/2021
2021-08;sPzH/dp6xVUsZDaLhmVSaA==;162,58;PF;198;paga;11/09/2021
2021-08;h0fb81qpFHuLRJ0uFmtyVg==;162,58;PF;198;paga;11/09/2021
2021-08;Fb2XHauLUop6NLnAm5Ka6g==;162,58;PF;198;paga;11/09/2021
2021-08;AYKYZ7G1WeF2S8S3/StJcw==;162,58;PF;198;paga;02/09/2021
2021-08;HybvG9JESXEg93vbaVMILg==;162,58;PF;198;em aberto;29/10/2021
2021-08;Uzl4w2LxNOb6RyC/k+DyrA==;162,58;PF;198;atrasada;10/09/2021
2021-08;e2El7h1NwQKxkukpgEdwww==;163,4;PF;199;paga;14/09/2021
2021-08;aHJj+dnlwdQFTeY2qu79ww==;163,4;PF;199;atrasada;25/10/2021
2021-08;PMVo98FyaONOy3yhC5ROWg==;163,4;PF;199;paga;10/10/2021
2021-08;5zdXk+Yzi8dm+ho11Rn82w==;163,4;PF;199;paga;18/09/2021
2021-08;ahDp3oos3j7mI55w65Mtyw==;163,4;PF;199;paga;08/09/2021
2021-06;Jxzb78OlaZydIrDOvDQW9A==;164,22;PF;200;paga;11/07/2021
2021-08;6wcXhUUmn96vKufoC3uReQ==;165,04;PF;201;paga;01/09/2021
2021-08;1azmXMW/g1V0QcGVE1JgHA==;165,86;PF;202;paga;09/09/2021
2021-08;KvatbBjIjwYZXLFr/fHdYQ==;165,86;PF;202;paga;13/09/2021
2021-08;cnSJ9E2i1guqHe8XH5/Ksg==;165,86;PF;202;atrasada;17/09/2021
2021-08;/kEY/v0rP6hwwpsHS/4z0w==;166,68;PF;203;paga;08/09/2021
2021-08;1CjAW0M7eKn87F+ldkZEEA==;166,68;PF;203;paga;17/09/2021
2021-08;KXyNL4HKcwm0hkbrIGgAOA==;166,68;PF;203;atrasada;06/09/2021
2021-08;2gT8z1qC0bb9N/7u9+8LVQ==;167,5;PF;204;paga;14/09/2021
2021-07;D8XJZLQay7E67Y8Qu71GXA==;168,33;PF;205;paga;11/08/2021
2021-08;oAb47SQTmCBWvYHaZJp4Zw==;168,33;PF;205;atrasada;25/08/2021
2021-08;nzkuC5cO9JDYZ40ss35h9Q==;168,33;PF;205;paga;06/09/2021
2021-08;0N+4t6GGVg6P81m5/GOiXw==;168,33;PF;205;paga;17/09/2021
2021-06;PW/Ab+m2L9GM5EXRu/8T3Q==;169,15;PF;206;paga;22/06/2021
2021-08;eRVqyUTZdT5UJhmQzVQhag==;169,15;PF;206;paga;11/09/2021
2021-08;rdp1yD6rrd/z4miE1wHPrg==;169,15;PF;206;atrasada;27/09/2021
2021-08;+HuzRDvNs5Qw5ST27ZuvNQ==;169,15;PF;206;paga;24/09/2021
2021-08;fn2qTvj/uy4bkYBCrF1Iew==;169,15;PF;206;paga;11/09/2021
2021-07;gu6bLEEC1byhKam8IC5nAA==;169,97;PF;207;paga;10/08/2021
2021-07;kkDaavtIoHIFoKUTel7Rww==;170,79;PF;208;paga;08/08/2021
2021-08;vpOmlK02ZEl1somitY9o/g==;170,79;PF;208;atrasada;04/09/2021
2021-08;Vm289JJa4ENy0wfES9dZOg==;171,61;PF;209;paga;11/09/2021
2021-08;jzGdiIC6wSH+q0XL6pALzw==;171,61;PF;209;paga;22/09/2021
2021-08;dp5RqtyQetwwIkKuX8TAow==;171,61;PF;209;paga;27/08/2021
2021-08;Y0LVpcOIlwFV4ZHD388N5g==;171,61;PF;209;atrasada;09/09/2021
2021-08;+NgyhVMFq5PG/IiS8SRVcQ==;172,43;PF;210;paga;11/09/2021
2021-08;rhge4R+AjZGo2dqIa/QU+A==;173,25;PF;211;paga;27/08/2021
2021-06;ttIjSRljsOZg15+xtpOb2A==;174,07;PF;212;atrasada;30/08/2021
2021-08;G7xbOYUkl0kU5gCYpIK8Rg==;174,07;PF;212;paga;08/09/2021
2021-08;VvbDG4ofu0IRb3c1xTpaww==;174,07;PF;212;paga;14/09/2021
2021-06;lN75A4YK314NTDasExAyzw==;174,89;PF;213;paga;22/07/2021
2021-08;EzIWP8YLRZ0lkZK5uxaZYA==;175,72;PF;214;paga;16/09/2021
2021-07;NMqVY/b5mLGAlNZe5LrLtg==;177,36;PF;216;paga;06/08/2021
2021-06;TjiSdm3o4P+/tChxGoBLRw==;178,18;PF;217;paga;11/07/2021
2021-08;hSm0uJRnbkP88is8Zu8tdw==;178,18;PF;217;paga;27/08/2021
2021-08;EbHxSAHLKyk8IKQF/8cjPQ==;178,18;PF;217;paga;11/09/2021
2021-08;vZEgUzpqzS1Mn451mCgHiw==;178,18;PF;217;paga;14/09/2021
2021-08;Smf+XPSZqvZ1D0bBNAZs7Q==;179;PF;218;atrasada;27/09/2021
2021-06;/kEY/v0rP6hwwpsHS/4z0w==;179,82;PF;219;paga;08/07/2021
2021-07;JedxCD3PsKu1/oQhn4pYaw==;179,82;PF;219;paga;01/09/2021
2021-08;mGk7wCFMz0DBspZoRQ4UYg==;179,82;PF;219;paga;03/09/2021
2021-08;S6/FOPfxJpaXCs99NSZyTg==;179,82;PF;219;paga;18/09/2021
2021-08;D/r7JHJ3GLjb2NaQdmpjMQ==;179,82;PF;219;paga;11/09/2021
2021-08;ceMBuecmXq3uwUQolR5NzA==;180,64;PF;220;atrasada;25/08/2021
2021-08;fPqAuGRM1wHOEi4X2rfdYQ==;180,64;PF;220;paga;27/09/2021
2021-08;PW/Ab+m2L9GM5EXRu/8T3Q==;180,64;PF;220;paga;22/08/2021
2021-08;GD1U7C+QNaksZ1EFg0DERQ==;181,46;PF;221;paga;17/09/2021
2021-08;ho0zKpjJioZA1Ouom/ka9A==;181,46;PF;221;atrasada;13/09/2021
2021-08;yLQprTazAdV3AfBeKqeRbQ==;181,46;PF;221;paga;17/09/2021
2021-07;DIqSQCYDj1vdzLAv/Es/cw==;182,28;PF;222;atrasada;11/08/2021
2021-08;fYYTG/SyndyshnC+82lKzw==;182,28;PF;222;atrasada;18/09/2021
2021-08;CJDY15H9W0PUDt3Z56fzhg==;182,28;PF;222;paga;08/09/2021
2021-07;fPqAuGRM1wHOEi4X2rfdYQ==;183,11;PF;223;paga;18/08/2021
2021-07;Di9u4ssP8tPV7TjeJ8F+jQ==;183,11;PF;223;atrasada;06/09/2021
2021-07;6C60MfQkc0MO4UA8hlIZtA==;183,11;PF;223;paga;22/08/2021
2021-07;pK6NpJ84geJiNGm6pK+RkQ==;183,11;PF;223;paga;22/07/2021
2021-08;pZNiOKlJE8TX9ew03oJuEA==;183,11;PF;223;paga;17/09/2021
2021-06;XYo5douM4CMw1nrEi4xPpA==;183,93;PF;224;paga;11/07/2021
2021-08;DA37LwGUBmSVEfwqWdE69Q==;183,93;PF;224;paga;01/09/2021
2021-08;SF1rdJlRzKbB9t1y9YVHSA==;184,75;PF;225;atrasada;01/09/2021
2021-06;jrP2BWf2xzE7LzBDCtYqEw==;185,57;PF;226;paga;17/07/2021
2021-06;ditaNBV13VRSDXcJOin/Eg==;185,57;PF;226;paga;11/07/2021
2021-06;UxHch4SzxWmLQzQaTmq3hw==;185,57;PF;226;atrasada;13/07/2021
2021-08;q2lykMvBDO66hAqYWOHAgw==;185,57;PF;226;atrasada;02/09/2021
2021-08;UlnkuDpRLKlqtstlpS6HwQ==;185,57;PF;226;paga;17/09/2021
2021-08;Gxu23HbaLIU9z3QxVsC4kg==;186,39;PF;227;atrasada;22/08/2021
2021-08;U/eBtk10PWz+98YjkiFtAA==;186,39;PF;227;paga;02/09/2021
2021-07;hOOl56RQXLu2/z+FZBsxUg==;187,21;PF;228;paga;06/08/2021
2021-08;8XGraYmKPW2lrDNd5ECMmQ==;187,21;PF;228;paga;02/09/2021
2021-08;DL98kXm6yOo2HvluYeWXng==;188,03;PF;229;paga;09/09/2021
2021-06;dp5RqtyQetwwIkKuX8TAow==;188,85;PF;230;paga;27/06/2021
2021-08;v8/22n3vTA7OhVYeKOT6Fg==;188,85;PF;230;atrasada;22/09/2021
2021-08;NMqVY/b5mLGAlNZe5LrLtg==;188,85;PF;230;atrasada;06/09/2021
2021-08;+E8fQGYekj08B6VOJmb65g==;188,85;PF;230;paga;08/09/2021
2021-08;Q11uqc9PCFAjT4Yrh6Ah0Q==;188,85;PF;230;paga;14/09/2021
2021-08;f6m5Bp+CzvVbUMo8B4GZwQ==;188,85;PF;230;atrasada;22/09/2021
2021-08;WYqnad9Yl/aW0/sBpFwZoQ==;188,85;PF;230;atrasada;24/09/2021
2021-08;jrP2BWf2xzE7LzBDCtYqEw==;188,85;PF;230;atrasada;17/09/2021
2021-08;fQ/tz+j57Q/LjqFagnqeKQ==;188,85;PF;230;paga;13/09/2021
2021-08;aLlz1fncweLBRJTVCblqUg==;188,85;PF;230;paga;11/09/2021
2021-08;92HxhQKZ3umCpFJucKj/8w==;189,67;PF;231;paga;22/09/2021
2021-08;VKD8G5NshQroaIPHqFe9kA==;189,67;PF;231;paga;02/09/2021
2021-08;/9YsZAdreFh0x4wCVfDHfQ==;189,67;PF;231;paga;11/09/2021
2021-08;z2JUlH4uvlA9+b1doN7T1g==;189,67;PF;231;paga;06/09/2021
2021-08;FQpQ5PnNGC76MSw9eW3oEQ==;189,67;PF;231;paga;02/09/2021
2021-08;sYX5UEZYOvKI6YurF0NdDw==;189,67;PF;231;paga;27/08/2021
2021-08;HSUA67lkPWTCORUgnMNIDQ==;189,67;PF;231;paga;11/09/2021
2021-08;nbMAJtZvAoPXNN6jTeCAig==;189,67;PF;231;paga;11/09/2021
2021-08;3Q1MDRbEREGqzPqvoQVTPg==;189,67;PF;231;atrasada;27/08/2021
2021-08;XtH/YeoPsdw5VVyvYoMqHA==;189,67;PF;231;paga;05/09/2021
2021-08;yuEH9vnanM+fWQnLr2BMXA==;189,67;PF;231;paga;11/09/2021
2021-08;HZb69Y3+u/PH7MfRsBp/kQ==;189,67;PF;231;atrasada;22/09/2021
2021-08;v2orRfMK38qXWupavn7Ehg==;189,67;PF;231;atrasada;22/09/2021
2021-08;Am2uZwnjhEB3D3X05Zdzig==;190,5;PF;232;atrasada;11/09/2021
2021-06;v2orRfMK38qXWupavn7Ehg==;191,32;PF;233;paga;22/07/2021
2021-08;+GycBY0/EG9v56mS7lRVoQ==;191,32;PF;233;paga;04/09/2021
2021-07;LH2SSA/LV4ZrsOdxSaO8Ww==;192,96;PF;235;paga;22/08/2021
2021-08;OYnN4phLfaAH56xtp/xHWQ==;192,96;PF;235;paga;27/08/2021
2021-06;pK6NpJ84geJiNGm6pK+RkQ==;193,78;PF;236;paga;22/06/2021
2021-08;wGKHeVlOEbFmfPokTak1zg==;194,6;PF;237;paga;02/09/2021
2021-07;LcAslXI1pkNZ3gl7fs8hJA==;196,24;PF;239;paga;04/08/2021
2021-07;/uD35UdBFtaPkFtxVpgYaQ==;196,24;PF;239;paga;16/08/2021
2021-07;6tUZF18ismxRus+1vQakWw==;196,24;PF;239;paga;17/08/2021
2021-07;R35+gb1YyFMvsq2a4JmY/A==;196,24;PF;239;atrasada;23/07/2021
2021-08;bZBOVVn4DbpD4RDNmFELHQ==;197,06;PF;240;paga;27/09/2021
2021-08;tUFZTRJs2UOecY98hvegng==;197,06;PJ;240;paga;06/09/2021
2021-07;ZPMqlZaHH+qePZGELZ/zXw==;197,89;PF;241;paga;13/08/2021
2021-08;mOet04UCYEm+nSfVaNDbxA==;198,71;PF;242;paga;08/09/2021
2021-08;fyBXYP9/fn048ZbUhNfZNQ==;199,53;PF;243;paga;11/09/2021
2021-06;pZNiOKlJE8TX9ew03oJuEA==;200,35;PF;244;paga;17/07/2021
2021-08;64evQB7KvGPJuibp6svPrw==;201,17;PF;245;paga;11/09/2021
2021-08;IKm2dnudOjyN46LpDQfqWQ==;201,17;PF;245;paga;11/10/2021
2021-08;LXK/erRDVyvIGcueZ6HtUQ==;202,81;PF;247;paga;11/09/2021
2021-08;QRmne2xZaoRn4NuS8NJt7Q==;202,81;PF;247;paga;08/09/2021
2021-08;9DQSuHBkzxxKgsaiqJ0Row==;204,45;PF;249;paga;11/09/2021
2021-08;XxUJzSWohZpUtzmVGQgmsA==;204,45;PF;249;atrasada;11/09/2021
2021-08;/1ZruYaOzHdcWM7oMQDHCA==;204,45;PF;249;paga;11/09/2021
2021-06;Am2uZwnjhEB3D3X05Zdzig==;205,28;PF;250;atrasada;11/07/2021
2021-07;+eccAsc0YcE1HVGcYWPAQw==;205,28;PF;250;paga;11/08/2021
2021-08;OpXaXQ1fM6KnHSSkD0V/CQ==;205,28;PF;250;paga;04/09/2021
2021-08;Ebf8QcE5qygcuJgPxn8M5A==;205,28;PF;250;paga;14/09/2021
2021-08;LcAslXI1pkNZ3gl7fs8hJA==;205,28;PF;250;paga;25/08/2021
2021-08;ZSzN9Rf/RILbxF+WBBA3lA==;206,1;PF;251;paga;11/09/2021
2021-06;shwndVw1zGqrthlkPcPG4Q==;206,92;PF;252;paga;05/07/2021
2021-08;8k5F37Vw97Qhxd4ADAhXDA==;206,92;PF;252;atrasada;22/09/2021
2021-08;xwGG9Y/XDktUD9/5zP3m0g==;207,74;PF;253;paga;11/09/2021
2021-08;shwndVw1zGqrthlkPcPG4Q==;207,74;PF;253;paga;05/09/2021
2021-08;ZR7+wr3OFB72ifiNpXK5IQ==;208,56;PF;254;paga;11/09/2021
2021-08;qxUSgu+zB79dRUUnPBf4pQ==;209,38;PF;255;atrasada;06/09/2021
2021-06;WTpHPPpw6n6K73Kn4TvYbA==;210,2;PF;256;paga;11/07/2021
2021-07;l0Po1vbj/D+wctXi/hJlgw==;210,2;PF;256;paga;11/08/2021
2021-07;oAb47SQTmCBWvYHaZJp4Zw==;210,2;PF;256;atrasada;25/07/2021
2021-08;ZPMqlZaHH+qePZGELZ/zXw==;210,2;PF;256;paga;17/09/2021
2021-08;3iscblEJoomexIIF583b6Q==;210,2;PF;256;paga;06/09/2021
2021-06;IKm2dnudOjyN46LpDQfqWQ==;211,02;PF;257;paga;11/08/2021
2021-08;WTpHPPpw6n6K73Kn4TvYbA==;211,02;PF;257;paga;11/09/2021
2021-07;1t0FGYFPJnFiOT4OiSr2Qg==;211,84;PF;258;paga;17/08/2021
2021-07;IfAPs4X77tHTC8Ag35jstA==;211,84;PF;258;atrasada;18/08/2021
2021-08;hwsCnqOsxvd4nVv30AIpEw==;211,84;PF;258;paga;10/09/2021
2021-08;+mMBVi+BS6u3oPciSg763A==;211,84;PF;258;paga;08/09/2021
2021-06;Y0LVpcOIlwFV4ZHD388N5g==;212,66;PF;259;paga;13/08/2021
2021-08;LKIxI00kd/4eTtxBNd10sw==;212,66;PF;259;atrasada;03/09/2021
2021-06;HeZIp8A0HcKUqfmU/K/vOA==;214,31;PF;261;paga;05/07/2021
2021-08;QgIi9OeDhJ/kEJrQuTmBNw==;214,31;PF;261;paga;11/09/2021
2021-08;/1QmPKzXASmRxsbo5VPFkw==;214,31;PF;261;paga;10/09/2021
2021-08;KijJoa+RlAAxw2kd1+tu6A==;215,13;PF;262;paga;06/09/2021
2021-08;8rkximqi9PHrfJpqelngsA==;215,95;PF;263;paga;09/09/2021
2021-08;bmHKyqKB7FNiDSPyOdEclg==;215,95;PF;263;paga;08/09/2021
2021-08;bxtxhMHSwNxt28KUNj0d4Q==;216,77;PF;264;paga;06/09/2021
2021-08;wXmvieklQhPSeoTjQCaZMg==;216,77;PF;264;paga;22/08/2021
2021-08;3+xYGEQos3A+LxUvjpGPHg==;216,77;PF;264;paga;03/09/2021
2021-08;QAccwWgsKNeKsqIGdGUq1w==;216,77;PF;264;atrasada;18/09/2021
2021-06;IGTswX+emqylQK310JzQdw==;217,59;PF;265;paga;11/07/2021
2021-07;xo6Ti926k8PyHtQvmCCQLg==;217,59;PF;265;paga;11/08/2021
2021-08;SxgeJXc75wptndiayWOGsA==;217,59;PF;265;paga;25/08/2021
2021-06;LcAslXI1pkNZ3gl7fs8hJA==;218,41;PF;266;paga;25/06/2021
2021-07;WoZqEf2ehYldQ/gNawHTeg==;218,41;PF;266;paga;10/08/2021
2021-08;4i3wt7x4ZTWbDxWzHH8SSw==;218,41;PF;266;atrasada;22/09/2021
2021-06;s6Ti+6xVP6wMCOpTkcS5DA==;220,88;PF;269;paga;05/07/2021
2021-08;qylb6MA8QRdi+SFPS3VmVw==;220,88;PF;269;paga;27/08/2021
2021-06;JedxCD3PsKu1/oQhn4pYaw==;224,16;PF;273;paga;01/08/2021
2021-08;sNIklII88BPXRiYRyxAmbQ==;224,16;PF;273;paga;09/09/2021
2021-08;wpSjqV6Zp3vBx1609Rd9tQ==;224,98;PF;274;paga;02/09/2021
2021-08;v3ph1Ccjsm+K+qWk3C2MCw==;224,98;PF;274;paga;05/09/2021
2021-08;OspIR5TKD4dvBtefONBSoQ==;224,98;PF;274;paga;22/08/2021
2021-08;YpKw8+7AIUemmXDfloZVBA==;224,98;PF;274;atrasada;05/09/2021
2021-08;66huBi4cPSx3iSDTHcGVEA==;225,8;PF;275;paga;03/09/2021
2021-08;4/ssLQW9k1O8LR0kJ/uT6w==;225,8;PF;275;paga;08/09/2021
2021-07;Hf1v5L/6SEmqHPYMSlnRdw==;226,62;PF;276;paga;23/07/2021
2021-06;XtH/YeoPsdw5VVyvYoMqHA==;227,44;PF;277;paga;05/07/2021
2021-06;IfAPs4X77tHTC8Ag35jstA==;229,09;PF;279;atrasada;18/08/2021
2021-07;SWF/C+LFRderNYEre8dfpg==;229,09;PF;279;paga;09/08/2021
2021-07;VnzrNPuVeaMv42hXcmhH8A==;229,91;PF;280;paga;11/08/2021
2021-08;OAReC7+gXNFkOM/SCtjscg==;229,91;PF;280;paga;10/09/2021
2021-08;Md8hF2TXjBuvaMKO3GoklQ==;230,73;PJ;281;paga;22/08/2021
2021-06;ahDp3oos3j7mI55w65Mtyw==;231,55;PF;282;paga;14/07/2021
2021-06;HHN7OMwIQ7GxPboqwDO/kQ==;232,37;PF;283;paga;22/07/2021
2021-06;+eccAsc0YcE1HVGcYWPAQw==;232,37;PF;283;paga;11/07/2021
2021-08;pK6NpJ84geJiNGm6pK+RkQ==;232,37;PF;283;paga;22/08/2021
2021-08;p8CIAT6f5tasN71PXpTEEQ==;233,19;PF;284;paga;11/09/2021
2021-08;vMGbtDBRxmRqyhA+emQYuQ==;233,19;PF;284;atrasada;22/09/2021
2021-08;aUVQxsPA71sRXUCVso8eqw==;233,19;PF;284;paga;04/09/2021
2021-08;DLRdET/NZHPCbJSgIGThRA==;234,01;PF;285;paga;11/09/2021
2021-08;Gmuk7Nvdbecp5GNpi7fplw==;234,83;PF;286;atrasada;11/09/2021
2021-08;xhfiL/mAaXtaS4pSCkUGuA==;234,83;PF;286;paga;22/08/2021
2021-08;a9+nbO5cuvwJYIYAHcPcrg==;236,48;PF;288;atrasada;11/09/2021
2021-07;4r+PAX1MKgvCV+Z05SpLKQ==;237,3;PF;289;paga;17/08/2021
2021-08;x3RKSBwZ5rgX+iv3t20X0g==;238,12;PF;290;paga;09/09/2021
2021-07;OSZlcyxf7q+qdBBg/dcDnQ==;239,76;PF;292;paga;05/08/2021
2021-08;sHd4+fo53XGeq06aimTthA==;239,76;PF;292;atrasada;06/09/2021
2021-08;ny1geuE7pWQLxbglldGI+w==;240,58;PF;293;paga;06/09/2021
2021-08;dai+sjs9u7IItyjuLyoqsA==;240,58;PF;293;atrasada;27/08/2021
2021-08;ihXi1EOI/0MMg4R2/2klmQ==;242,22;PF;295;paga;06/09/2021
2021-06;ZPMqlZaHH+qePZGELZ/zXw==;243,87;PF;297;paga;04/07/2021
2021-08;E/8WZ5irsMHXg1miDh/uNA==;243,87;PF;297;paga;02/09/2021
2021-08;JedxCD3PsKu1/oQhn4pYaw==;243,87;PF;297;paga;01/10/2021
2021-08;wOUVGpMY7f16XTjpBWQ6CQ==;243,87;PF;297;paga;05/10/2021
2021-08;/uD35UdBFtaPkFtxVpgYaQ==;243,87;PF;297;paga;17/09/2021
2021-08;MiADKvNNwRES0l8ziJejyg==;243,87;PF;297;atrasada;11/09/2021
2021-08;0AlcjEbpg7YnofQTGmo8iQ==;243,87;PF;297;paga;22/09/2021
2021-08;5yEf2wtx35YxnIw0WhJvSw==;243,87;PF;297;paga;25/08/2021
2021-08;RLGgEEST0wKTtjmUpkgedQ==;243,87;PF;297;paga;06/09/2021
2021-08;QuyDjSA+HpH38esNg7QufA==;244,69;PF;298;paga;01/09/2021
2021-07;/rIJHWogLgPPsCSicMig7w==;248,79;PF;303;atrasada;06/08/2021
2021-07;SxgeJXc75wptndiayWOGsA==;248,79;PF;303;paga;25/07/2021
2021-08;1t0FGYFPJnFiOT4OiSr2Qg==;248,79;PF;303;paga;17/09/2021
2021-07;GqVhTdLnn0v23vKr3GI06w==;249,61;PF;304;paga;17/08/2021
2021-08;IfAPs4X77tHTC8Ag35jstA==;249,61;PF;304;atrasada;23/08/2021
2021-08;l0Po1vbj/D+wctXi/hJlgw==;250,44;PF;305;paga;11/09/2021
2021-08;aFEi4VsOtL1P66vITcBlfA==;251,26;PJ;306;paga;06/09/2021
2021-06;6tUZF18ismxRus+1vQakWw==;252,9;PF;308;paga;17/07/2021
2021-08;KM5i56deYjq7WMZqbRQVFQ==;252,9;PF;308;paga;11/09/2021
2021-08;jflL/zbIvgrUOSZ9/+9RCA==;254,54;PF;310;paga;25/08/2021
2021-06;LH2SSA/LV4ZrsOdxSaO8Ww==;256,18;PF;312;paga;22/07/2021
2021-08;LH2SSA/LV4ZrsOdxSaO8Ww==;256,18;PF;312;paga;22/09/2021
2021-08;ip4OcGIqVRmGsaPjiLkEGQ==;258,65;PF;315;paga;18/09/2021
2021-08;G8lzjf+uXDYv8q80zOhVvQ==;260,29;PF;317;paga;27/08/2021
2021-08;6tUZF18ismxRus+1vQakWw==;261,11;PF;318;paga;17/09/2021
2021-08;m6setGOl8+0O557JhpaLkQ==;263,57;PF;321;paga;18/09/2021
2021-08;vzx5l88UfFAhjlFJRK1gzA==;263,57;PF;321;em aberto;01/11/2021
2021-08;I+SNpka9KvAmziv7COoF7w==;263,57;PF;321;atrasada;01/09/2021
2021-08;zRcpUKgQQWeGNNV65At1Hw==;264,39;PF;322;paga;17/09/2021
2021-08;qqQBvTopF4YCGCVrULzULg==;264,39;PF;322;paga;02/09/2021
2021-08;kkDaavtIoHIFoKUTel7Rww==;265,22;PF;323;paga;08/09/2021
2021-06;kkDaavtIoHIFoKUTel7Rww==;266,04;PF;324;paga;08/07/2021
2021-06;m6setGOl8+0O557JhpaLkQ==;266,86;PF;325;paga;18/07/2021
2021-07;6v5r4HKrPa8aTSgHXN7Rwg==;266,86;PF;325;paga;06/08/2021
2021-06;Hf1v5L/6SEmqHPYMSlnRdw==;268,5;PF;327;paga;23/06/2021
2021-08;Lrbgx9nDLOqljSlXKETzeA==;268,5;PF;327;paga;06/09/2021
2021-08;u5oOe/e4XTuYcjkOg51KIA==;270,14;PF;329;atrasada;25/08/2021
2021-08;lp1xeTIft2Epd9mcjPc51Q==;270,14;PF;329;paga;05/09/2021
2021-08;arjq/ls9+BHgjW15kV2yEA==;270,14;PF;329;paga;06/09/2021
2021-08;UmXb5XzbhIpTE5H6vCf1LA==;271,78;PF;331;atrasada;15/09/2021
2021-08;1Azh3nxFWtFYlI+Sh8bglg==;272,61;PJ;332;paga;22/08/2021
2021-08;dHY9hQmNOB/Ko+M218c6Ow==;280;PF;341;paga;27/09/2021
2021-07;xyiE1mNrzpJZLLWGp6P95g==;280,82;PF;342;paga;25/07/2021
2021-08;+eccAsc0YcE1HVGcYWPAQw==;281,64;PF;343;paga;11/09/2021
2021-08;SWF/C+LFRderNYEre8dfpg==;281,64;PF;343;paga;09/09/2021
2021-08;xyqzLzZYftbxYjt/cBsDfw==;284,92;PF;347;paga;06/09/2021
