competencia;id_cliente;valor_fatura;tipo_cliente;consumo_energia_kwh;status_fatura;data_vencimento
2021-08;Hw0dLDiwhgjr8jSXBKKzIQ==;284,92;PF;347;paga;14/09/2021
2021-06;SWF/C+LFRderNYEre8dfpg==;286,56;PF;349;paga;09/07/2021
2021-08;dMSyV7QV6tM6UsTIv9P6yQ==;286,56;PF;349;atrasada;17/09/2021
2021-06;dHY9hQmNOB/Ko+M218c6Ow==;287,39;PF;350;paga;09/09/2021
2021-07;dHY9hQmNOB/Ko+M218c6Ow==;287,39;PF;350;paga;09/09/2021
2021-08;fCUSM2UP573oHoYbWatwLA==;288,21;PF;351;atrasada;18/09/2021
2021-06;/uD35UdBFtaPkFtxVpgYaQ==;290,67;PF;354;paga;06/08/2021
2021-06;l5eWnnF0aiTVTrYmNaxvSw==;290,67;PF;354;atrasada;03/07/2021
2021-08;ljZQHH1rvDF/eCCnveIT8A==;290,67;PF;354;paga;10/09/2021
2021-08;9Kj48ClCMIPGICkZUUIjQQ==;292,31;PF;356;paga;17/09/2021
2021-06;DIqSQCYDj1vdzLAv/Es/cw==;293,95;PF;358;atrasada;11/07/2021
2021-07;dldkrI1U6wMdLiaG+N7qpg==;293,95;PF;358;paga;27/08/2021
2021-08;ifNwxfzxi0hM7YfoHlR9oA==;293,95;PF;358;paga;17/09/2021
2021-06;OSZlcyxf7q+qdBBg/dcDnQ==;295,6;PF;360;paga;05/07/2021
2021-08;fO2A7J0j8erKRiZnbY+TLA==;297,24;PJ;362;paga;14/09/2021
2021-08;R35+gb1YyFMvsq2a4JmY/A==;298,06;PF;363;atrasada;23/08/2021
2021-06;R35+gb1YyFMvsq2a4JmY/A==;298,88;PF;364;atrasada;23/06/2021
2021-08;IcaO+iaZU4TfPNLtjswDhQ==;299,7;PF;365;paga;13/09/2021
2021-08;VnzrNPuVeaMv42hXcmhH8A==;301,34;PF;367;paga;11/09/2021
2021-08;6C60MfQkc0MO4UA8hlIZtA==;301,34;PF;367;paga;22/09/2021
2021-08;Hf1v5L/6SEmqHPYMSlnRdw==;302,99;PF;369;paga;23/08/2021
2021-07;HHN7OMwIQ7GxPboqwDO/kQ==;303,81;PF;370;paga;22/08/2021
2021-08;yjWxCdg6FrRuqFrM1+WUxg==;303,81;PF;370;atrasada;27/09/2021
2021-08;ODEDXGx7PuYWbaKqKJnQ3A==;305,45;PF;372;atrasada;04/09/2021
2021-07;B2N6+wwgVhM5syJ/OpQv1A==;306,27;PF;373;paga;05/08/2021
2021-08;4r+PAX1MKgvCV+Z05SpLKQ==;306,27;PF;373;paga;17/09/2021
2021-07;YieGbjuc/+lZjaLfPIv9AA==;307,91;PF;375;paga;01/08/2021
2021-08;08uxcc6mTzhK8gkTXpyPrA==;311,2;PF;379;paga;23/08/2021
2021-06;SxgeJXc75wptndiayWOGsA==;312,02;PF;380;paga;05/07/2021
2021-08;6v5r4HKrPa8aTSgHXN7Rwg==;312,84;PF;381;paga;06/09/2021
2021-08;GqVhTdLnn0v23vKr3GI06w==;313,66;PF;382;paga;17/09/2021
2021-06;6v5r4HKrPa8aTSgHXN7Rwg==;316,12;PF;385;paga;06/07/2021
2021-08;wrxbkk6f14AQek2mKevGEw==;318,59;PF;388;paga;25/08/2021
2021-07;mjb2Dnm+u1enrzy/vQq0Kg==;320,23;PF;390;paga;06/08/2021
2021-08;WoZqEf2ehYldQ/gNawHTeg==;321,87;PF;392;paga;10/09/2021
2021-06;xo6Ti926k8PyHtQvmCCQLg==;322,69;PF;393;paga;11/07/2021
2021-07;tZELdVcO9eUpoQydgaTHig==;322,69;PF;393;paga;27/07/2021
2021-08;HHN7OMwIQ7GxPboqwDO/kQ==;322,69;PF;393;paga;22/09/2021
2021-06;/rIJHWogLgPPsCSicMig7w==;323,51;PF;394;atrasada;06/07/2021
2021-06;ffIig3xHjhZVLk0JShtG+A==;325,98;PF;397;paga;27/06/2021
2021-07;DNZoQa6d+h7eNzFFAtGgHA==;335,83;PF;409;paga;27/07/2021
2021-06;GqVhTdLnn0v23vKr3GI06w==;336,65;PF;410;paga;17/07/2021
2021-06;4r+PAX1MKgvCV+Z05SpLKQ==;342,4;PF;417;paga;17/07/2021
2021-08;MqSeiQbZ3dFmjh4ov/PzDg==;342,4;PF;417;paga;03/09/2021
2021-08;xw7PjeRIS6FLrS9lMUWH+A==;343,22;PJ;418;paga;01/09/2021
2021-08;gu6bLEEC1byhKam8IC5nAA==;346,5;PF;422;atrasada;10/09/2021
2021-06;9tOK/CBVpqxxMPt8FUVJGg==;348,97;PF;425;paga;05/07/2021
2021-08;D8XJZLQay7E67Y8Qu71GXA==;351,43;PF;428;paga;11/09/2021
2021-08;ETYOiriNkZXk7hv5nxiy7A==;352,25;PF;429;paga;17/09/2021
2021-06;VnzrNPuVeaMv42hXcmhH8A==;356,36;PF;434;paga;11/07/2021
2021-08;mJPp+sy6m8X1G9473KFFjg==;362,11;PJ;441;paga;01/09/2021
2021-08;dldkrI1U6wMdLiaG+N7qpg==;364,57;PF;444;paga;27/09/2021
2021-06;WoZqEf2ehYldQ/gNawHTeg==;376,06;PF;458;paga;20/07/2021
2021-06;B2N6+wwgVhM5syJ/OpQv1A==;376,88;PF;459;paga;05/07/2021
2021-08;vx7p+kU3A5Sk66ZyJe1mOg==;377,71;PF;460;paga;09/09/2021
2021-08;yWRYga2iK1r14cM7SknWZg==;379,35;PF;462;paga;08/09/2021
2021-08;B2N6+wwgVhM5syJ/OpQv1A==;382,63;PF;466;paga;05/09/2021
2021-08;wZ7L+AcsH9j779BRRz5C0Q==;395,77;PF;482;paga;27/08/2021
2021-08;6Cg29/GYVNFuOFLErYWNGw==;403,16;PF;491;atrasada;18/09/2021
2021-06;mjb2Dnm+u1enrzy/vQq0Kg==;403,98;PF;492;paga;01/07/2021
2021-08;xyiE1mNrzpJZLLWGp6P95g==;408,09;PF;497;paga;25/08/2021
2021-06;gu6bLEEC1byhKam8IC5nAA==;416,3;PF;507;paga;10/07/2021
2021-07;5SFNhs8DbCuQqxOF518FlQ==;420,4;PF;512;paga;23/07/2021
2021-08;xgZ+TBCr5SghFIl0q6E9ug==;421,22;PJ;513;paga;04/09/2021
2021-08;DNZoQa6d+h7eNzFFAtGgHA==;423,69;PF;516;paga;27/08/2021
2021-08;/rtBTlRIuJPmWJGYzTPB5w==;432,72;PF;527;atrasada;01/10/2021
2021-06;YieGbjuc/+lZjaLfPIv9AA==;440,11;PF;536;paga;01/07/2021
2021-08;lET7UCrjaG7Y3PJ+EdVQCw==;444,22;PF;541;paga;08/09/2021
2021-06;yWRYga2iK1r14cM7SknWZg==;449,96;PF;548;paga;08/07/2021
2021-07;4YsZD//BLNvHA3vEjJMfzA==;451,61;PF;550;paga;27/09/2021
2021-06;hOOl56RQXLu2/z+FZBsxUg==;471,31;PF;574;paga;06/07/2021
2021-08;hOOl56RQXLu2/z+FZBsxUg==;476,24;PF;580;atrasada;06/09/2021
2021-08;YieGbjuc/+lZjaLfPIv9AA==;478,7;PF;583;paga;01/09/2021
2021-08;OSZlcyxf7q+qdBBg/dcDnQ==;516,47;PF;629;paga;05/09/2021
2021-08;y28VSM3aS1/qpJyCg24zoA==;518,11;PF;631;paga;06/09/2021
2021-06;DNZoQa6d+h7eNzFFAtGgHA==;527,97;PF;643;paga;27/06/2021
2021-08;0iRv/b1/+N8vNj9i/ga8YQ==;530,43;PJ;646;paga;22/09/2021
2021-08;+qKb+ZDCFO77zJLAsRmOFA==;541,1;PF;659;paga;27/08/2021
2021-08;P404HFVIEKMzYzSluvAMoA==;542,75;PF;661;paga;17/09/2021
2021-08;uipGA5dMYVovXISpbx+MfQ==;555,88;PJ;677;paga;04/09/2021
2021-08;Dh5mhIg0AeCF4NxhYQAhHg==;574,77;PF;700;paga;17/09/2021
2021-07;r3spi5rZqGuovrf9tezYHg==;601,05;PF;732;paga;12/08/2021
2021-08;Qbg3/aFRvizq+Qcejpckxg==;607,61;PJ;740;paga;17/09/2021
2021-08;ZItvSuew643bB1LfNWjyNg==;649,49;PJ;791;paga;27/08/2021
2021-08;tZELdVcO9eUpoQydgaTHig==;649,49;PF;791;paga;27/08/2021
2021-08;U0bwdaMugZVH0kfbqs3wRQ==;661,81;PJ;806;atrasada;15/10/2021
2021-08;ccZLtWE9xQ6jTeAImd7law==;666,73;PJ;812;paga;02/09/2021
2021-08;mJlrTO8gvWJ5Pl97/XZ8pA==;720,1;PF;877;paga;02/09/2021
2021-07;Df4MGo9x26KkBFARm1jwJw==;754,59;PF;919;paga;17/09/2021
2021-06;tZELdVcO9eUpoQydgaTHig==;767,73;PF;935;paga;27/06/2021
2021-08;gq3rEB0kmnUYIf9ipl4G6w==;784,15;PF;955;paga;17/09/2021
2021-08;YVHoDqoYWQOcM7BYL2QmEw==;797,29;PJ;971;paga;22/09/2021
2021-08;4nZTYEBLtGoDnDD4z6n3uw==;811,25;PF;988;paga;17/09/2021
2021-07;7YROeQmoSGowDDblYgl7eQ==;826,85;PF;1007;paga;05/08/2021
2021-08;rdSqGkIAjpceVTkfUREvwQ==;831,77;PJ;1013;paga;11/09/2021
2021-08;SiLcDuID2GQGyljUEs9e5w==;838,34;PF;1021;paga;01/09/2021
2021-08;5SFNhs8DbCuQqxOF518FlQ==;838,34;PF;1021;paga;23/08/2021
2021-07;WQdo5Xn3eyIRfY8aY7IE/g==;852,3;PJ;1038;paga;06/08/2021
2021-08;vmhe845xAR+4OMgym11RZA==;906,49;PF;1104;paga;25/08/2021
2021-08;4YsZD//BLNvHA3vEjJMfzA==;954,12;PF;1162;em aberto;27/10/2021
2021-08;2a9ygHmG+Ko1/m2WKXuubw==;955,76;PF;1164;paga;22/08/2021
2021-07;VnDjAU2gfpm+YrXa9dBDUw==;1047,72;PJ;1276;paga;25/07/2021
2021-08;VnDjAU2gfpm+YrXa9dBDUw==;1070,71;PJ;1304;paga;30/08/2021
2021-08;xgAVGICSHW4QXHC0yXdSeQ==;1087,96;PF;1325;paga;30/08/2021
2021-07;vKPnXIg4MWsGrhLcR85F1Q==;1131,48;PJ;1378;paga;04/08/2021
2021-08;r3spi5rZqGuovrf9tezYHg==;1189,77;PF;1449;paga;04/09/2021
2021-08;wHTRwcrSZs39TMd6L0DacQ==;1309,65;PJ;1595;paga;18/09/2021
2021-08;Df4MGo9x26KkBFARm1jwJw==;1324,43;PF;1613;paga;09/09/2021
2021-07;xESJLNRefLmV7g3ZqBdnQg==;1325,26;PF;1614;paga;23/08/2021
2021-08;vKPnXIg4MWsGrhLcR85F1Q==;1373,7;PJ;1673;paga;04/09/2021
2021-08;WQdo5Xn3eyIRfY8aY7IE/g==;1382,73;PJ;1684;paga;16/09/2021
2021-08;h8iEA6U9qxBHChmfX0QDnA==;1423,79;PJ;1734;paga;02/09/2021
2021-08;xESJLNRefLmV7g3ZqBdnQg==;1730,06;PF;2107;paga;01/09/2021
2021-08;7YROeQmoSGowDDblYgl7eQ==;1920,55;PF;2339;paga;05/09/2021
2021-08;sNKtzvS3tPzSMBr3hS7VpA==;1973,92;PJ;2404;paga;22/08/2021
2021-08;WbPtJr2F7sf0vuqmZ4kF3A==;2379,55;PJ;2898;paga;27/08/2021
2021-08;OwRFc3xqZ7lWgK9sUUswxA==;2463,3;PJ;3000;paga;24/09/2021
